Brand;Name;Length (mm);Width (mm);Height (mm);Weight (g);Shape;Hump placement;Front flare;Side curvature;Hand compatibility;Thumb rest;Ring finger rest;Material;Connectivity;Sensor;Sensor technology;Sensor position;DPI;Polling rate;Tracking speed (IPS);Acceleration (G);Side buttons;Middle buttons
Logitech;G100s;117.0;63.0;37.0;111.0;Symmetrical;Back - minimal;Inward;Inward - slight;Ambidextrous;No;No;Plastic;Wired;Avago AM010;Optical;Centered (49%);2500;500;120;20;0;1
ASUS;ROG Spatha;137.0;89.0;45.0;168.0;Ergonomic;Back - minimal;Outward - slight;Flat;Right;Yes;Yes;Plastic;Wired;Avago ADNS-A9800;Optical;Centered (50%);8200;2000;150;30;6;1
Gamesense;MVP Wired;123.0;66.0;40.0;65.0;Symmetrical;Inward;Outward - slight;Center;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (54%);19000;1000;400;50;2;1
Gamesense;MVP Wireless;123.0;66.0;40.0;75.0;Symmetrical;Inward;Outward - slight;Center;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);19000;1000;400;50;2;1
LAMZU;Atlantis;123.0;66.0;38.0;55.0;Symmetrical;Inward - aggressive;Outward - slight;Back - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;1000;650;50;2;0
Microsoft;Classic IntelliMouse;132.0;69.0;43.0;100.0;Ergonomic;No;Outward - aggressive;Center;Right;No;Flat;Plastic;Wired;PixArt PAW3808(EK);Optical;Front - minimal (55%);3200;1000;-;-;2;0
Microsoft;Pro IntelliMouse;132.0;69.0;43.0;109.0;Ergonomic;No;Outward - aggressive;Center;Right;No;Flat;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (55%);16000;1000;400;50;2;0
Fnatic;Bolt;120.9;63.0;38.5;67.0;Symmetrical;Outward - moderate;Inward;Back - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (52%);19000;1000;400;50;2;1
Razer;DeathAdder V3 Pro;128.0;68.0;44.0;63.0;Ergonomic;Inward;Outward - slight;Center;Right;No;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;Centered (51%);30000;8000;750;70;2;0
G-Wolves;HTS;113.0;61.0;40.0;49.0;Symmetrical;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);16000;1000;400;50;2;1
G-Wolves;HTS Wireless;113.0;61.0;40.0;58.0;Symmetrical;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (52%);19000;1000;400;50;2;1
Zaunkoenig;M2K;79.0;60.0;29.0;24.0;Symmetrical;Back - aggressive;Outward - slight;Flat;Ambidextrous;No;No;Carbon fiber;Wired;PixArt PMW3360;Optical;Back - moderate (43%);12000;8000;250;50;0;0
G-Wolves;HSK;82.0;58.0;35.0;38.0;Symmetrical;Back - aggressive;Outward - slight;Flat;Ambidextrous;No;No;Plastic;Wired;PixArt PMW3389;Optical;Back - moderate (42%);16000;1000;400;50;0;0
G-Wolves;HSK Plus;89.0;58.5;36.0;38.0;Symmetrical;Back - aggressive;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (51%);19000;1000;400;50;2;0
G-Wolves;HTS Plus;117.0;61.0;40.0;48.0;Symmetrical;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - moderate (58%);19000;1000;400;50;2;1
Fantech;Aria XD7;113.5;65.0;38.3;59.0;Symmetrical;Back - minimal;Inward;No;Right;Inward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Pulsar;X2 Mini;116.0;61.0;37.0;52.0;Symmetrical;No;Flat;Back - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Pulsar;X2;120.0;63.0;38.0;56.0;Symmetrical;No;Flat;Back - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Zowie;ZA13-C;121.7;62.8;40.2;65.0;Symmetrical;Back - aggressive;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
Glorious;Model O- Wireless;120.0;63.0;36.0;65.0;Symmetrical;Inward;Center;No;Right;No;Outward - slight;Plastic;Wireless;Glorious BAMF;Optical;Front - minimal (55%);19000;1000;400;50;2;1
VAXEE;XE;124.0;66.0;38.7;67.0;Symmetrical;Inward;Center;No;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (53%);3200;1000;400;50;2;1
Logitech;G303 Daedalus Apex;115.0;65.0;37.0;88.0;Symmetrical;Inward - aggressive;Inward - aggressive;Back - moderate;Right;No;No;Plastic;Wired;PixArt PMW3366;Optical;Centered (49%);12000;1000;400;40;2;1
Logitech;G3;115.0;63.0;38.0;88.0;Symmetrical;Back - minimal;Inward - slight;Flat;Ambidextrous;No;No;Plastic;Wired;Avago S6006;Laser;Centered (47%);2000;500;65;20;1;1
Logitech;MX518;131.0;73.0;43.0;106.0;Ergonomic;Inward;Center;No;Right;Yes;Outward - slight;Plastic;Wired;Avago ADNS-3080;Optical;Centered (51%);1600;125;40;15;2;3
Logitech;G400;131.0;73.0;43.0;108.0;Ergonomic;Inward;Center;No;Right;Yes;Outward - slight;Plastic;Wired;Avago ADNS-3095;Optical;Centered (51%);3600;1000;60;20;2;3
Logitech;G400s;131.0;73.0;43.0;109.0;Ergonomic;Inward;Center;No;Right;Yes;Outward - slight;Plastic;Wired;Avago ADNS-3095;Optical;Centered (51%);4000;1000;60;20;2;3
Logitech;G MX518;131.0;73.0;43.0;101.0;Ergonomic;Inward;Center;No;Right;Yes;Outward - slight;Plastic;Wired;Logitech HERO 25K;Optical;Centered (51%);25600;1000;400;40;2;3
Dream Machines;DM1 FPS;126.0;68.0;39.0;83.0;Symmetrical;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);16000;1000;400;50;2;1
Dream Machines;DM2 Comfy S;131.0;85.0;39.0;94.0;Ergonomic;Yes;Center;Flat;Right;Yes;Flat;Plastic;Wired;PixArt PMW3360;Optical;Back - aggressive (39%);12000;1000;250;50;2;2
Dream Machines;DM4 Evo;126.0;66.0;40.0;97.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (50%);16000;1000;400;50;2;2
Endgame Gear;XM2w;122.0;66.0;38.5;63.0;Symmetrical;Inward - aggressive;Outward - slight;Back - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Dream Machines;DM4 Evo S;126.0;66.0;40.0;97.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PAW3370;Optical;Centered (50%);19000;1000;400;50;2;2
Dream Machines;DM5 Blink;125.0;66.0;42.0;95.0;Ergonomic;Inward;Center;Flat;Right;Yes;No;Plastic;Wired;PixArt PMW3389;Optical;Back - minimal (45%);16000;1000;400;50;3;2
Dream Machines;DM6 Holey S;129.0;66.0;40.0;69.0;Ergonomic;Inward;Center;No;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);16000;1000;400;50;2;1
Dream Machines;DM6 Holey;129.0;66.0;40.0;69.0;Ergonomic;Inward;Center;No;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3360;Optical;Centered (52%);12000;1000;250;50;2;1
Dream Machines;DM6 Duo;129.0;66.0;40.0;79.0;Ergonomic;Inward;Center;No;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3335;Optical;Centered (52%);16000;1000;400;40;2;1
Dream Machines;DM6 Trio;129.0;66.0;40.0;81.0;Ergonomic;Inward;Center;No;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3370;Optical;Centered (52%);19000;1000;400;50;2;1
Mountain;Makalu 67;127.0;70.2;42.2;67.0;Ergonomic;Inward;Center;Flat;Right;No;No;Plastic;Wired;PixArt PAW3370;Optical;Front - minimal (53%);19000;1000;400;50;2;1
Gamesense;META Wired;119.0;59.0;38.5;65.0;Symmetrical;Outward - moderate;Inward;Back - moderate;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (57%);12000;1000;250;50;2;1
Pwnage;Ergo Wireless;120.0;66.0;42.0;69.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (53%);19000;1000;400;50;2;1
Pwnage;Ergo;120.0;66.0;42.0;62.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (53%);16000;1000;400;50;2;1
Glorious;Model O Wireless;128.0;66.0;38.0;69.0;Symmetrical;Inward;Center;No;Right;No;Outward - slight;Plastic;Wireless;Glorious BAMF;Optical;Front - minimal (55%);19000;1000;400;50;2;1
Pwnage;Ambi Wireless;118.0;60.0;38.0;71.0;Symmetrical;Back - minimal;Flat;Flat;Ambidextrous;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Adjustable (48-62%);19000;1000;400;50;2;1
Pwnage;Symm 2;118.0;60.0;39.0;59.0;Symmetrical;Back - minimal;Outward - moderate;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - moderate (56%);16000;1000;400;50;2;1
Pwnage;Symm 2 Wireless;118.0;60.0;39.0;71.0;Symmetrical;Back - minimal;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - moderate (56%);19000;1000;400;50;2;1
Pwnage;Symm 1;120.0;60.0;38.0;65.0;Symmetrical;No;Flat;Back - moderate;Right;No;Flat;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (54%);16000;1000;400;50;2;1
Pwnage;Symm 1 Wireless;120.0;60.0;38.0;74.0;Symmetrical;No;Flat;Back - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);19000;1000;400;50;2;1
ASUS;TUF M4 Air;126.0;63.5;39.6;47.0;Symmetrical;No;Center;Flat;Right;No;Outward - slight;Plastic;Wired;PixArt PAW3335;Optical;Centered (48%);16000;1000;400;40;2;1
ASUS;TUF M4 Wireless;126.0;63.5;39.6;86.0;Symmetrical;No;Center;Flat;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3311;Optical;Centered (48%);12000;1000;300;35;2;1
ASUS;ROG Sica;115.0;62.0;39.0;85.0;Symmetrical;Inward - slight;Inward;Back - moderate;Right;No;No;Plastic;Wired;PixArt PMW3310;Optical;Front - minimal (55%);5000;1000;130;30;0;0
ASUS;ROG Strix Carry;101.0;62.0;36.0;73.0;Ergonomic;Back - minimal;Outward - aggressive;Inward;Right;No;No;Plastic;Wireless;PixArt PMW3330;Optical;Back - minimal (46%);7200;1000;150;30;2;1
HyperX;Pulsefire Dart;124.8;73.9;43.6;110.0;Ergonomic;Back - minimal;Outward - slight;Inward;Right;Yes;No;Plastic;Wireless;PixArt PMW3389;Optical;Front - minimal (55%);16000;1000;400;50;3;2
Zowie;FK2-C;125.1;64.9;36.4;70.0;Symmetrical;Inward;Center;No;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
HyperX;Pulsefire FPS Pro;127.6;71.1;41.9;95.0;Ergonomic;Back - minimal;Outward - aggressive;Flat;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - moderate (58%);16000;1000;400;50;2;1
HyperX;Pulsefire Core;119.3;63.9;41.3;87.0;Symmetrical;No;Outward - aggressive;Back - moderate;Right;No;Flat;Plastic;Wired;PixArt PAW3327;Optical;Front - aggressive (60%);6200;1000;220;30;2;1
HyperX;Pulsefire Haste;124.2;66.8;38.2;59.0;Symmetrical;No;Center;Flat;Right;No;Flat;Plastic;Wired;PixArt PAW3335;Optical;Front - minimal (54%);16000;1000;400;40;2;1
HyperX;Pulsefire Haste Wireless;124.2;66.8;38.2;59.0;Symmetrical;No;Center;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3335;Optical;Front - minimal (54%);16000;1000;400;40;2;1
ASUS;ROG Strix Evolve;125.0;65.0;41.0;100.0;Symmetrical;Inward;Center;No;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3310;Optical;Front - minimal (54%);7200;1000;130;30;2;1
ASUS;ROG Strix Impact;115.0;62.0;39.0;112.0;Symmetrical;Inward - slight;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3310;Optical;Front - minimal (54%);5000;1000;130;30;2;1
ASUS;ROG Gladius II Origin;126.0;67.0;45.0;110.0;Ergonomic;Inward;Center;No;Right;No;Outward - aggressive;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (53%);12000;1000;250;50;2;1
ASUS;ROG Gladius II;126.0;67.0;45.0;110.0;Ergonomic;Inward;Center;No;Right;No;Outward - aggressive;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (53%);12000;1000;250;50;3;1
ASUS;ROG Gladius II Core;126.0;67.0;45.0;93.0;Ergonomic;Inward;Center;No;Right;No;Outward - aggressive;Plastic;Wired;PixArt PAW3327;Optical;Front - minimal (53%);6200;1000;220;30;2;1
ASUS;ROG Keris;118.0;62.0;39.0;79.0;Ergonomic;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (49%);16000;1000;400;50;2;0
Zowie;FK1-C;129.0;67.0;37.0;74.0;Symmetrical;Inward;Center;No;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
ASUS;ROG Keris Wireless;118.0;62.0;39.0;79.0;Ergonomic;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Centered (49%);16000;1000;400;40;2;0
ASUS;ROG Strix Impact II;120.0;62.0;38.6;79.0;Symmetrical;Inward - slight;Inward;Back - moderate;Right;No;No;Plastic;Wired;PixArt PAW3327;Optical;Centered (52%);6200;1000;220;30;2;0
ASUS;ROG Strix Impact II Wireless;120.0;62.0;38.6;93.0;Symmetrical;Inward - slight;Inward;Back - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Centered (52%);16000;1000;400;40;2;0
ASUS;ROG Gladius III;123.0;68.0;44.0;79.0;Ergonomic;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PAW3370;Optical;Centered (51%);26000;1000;400;50;2;1
ASUS;ROG Gladius III Wireless;123.0;68.0;44.0;89.0;Ergonomic;Back - minimal;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (51%);26000;1000;400;50;2;1
ASUS;ROG Spatha X;137.0;89.0;45.0;168.0;Ergonomic;Back - minimal;Outward - slight;Flat;Right;Yes;Yes;Plastic;Wireless;PixArt PAW3370;Optical;Centered (50%);19000;1000;400;50;6;1
ASUS;ROG Chakram Core;132.7;76.6;42.8;97.0;Ergonomic;Back - minimal;Flat;Flat;Right;Yes;No;Plastic;Wired;PixArt PAW3335;Optical;Front - moderate (56%);16000;1000;400;40;3;0
ASUS;ROG Chakram;132.7;76.6;42.8;122.0;Ergonomic;Back - minimal;Flat;Flat;Right;Yes;No;Plastic;Wireless;PixArt PAW3335;Optical;Front - moderate (56%);16000;1000;400;40;3;0
ASUS;ROG Chakram X;132.7;76.6;42.8;127.0;Ergonomic;Back - minimal;Flat;Flat;Right;Yes;No;Plastic;Wireless;ASUS ROG AimPoint;Optical;Front - moderate (56%);36000;1000;650;50;6;0
G-Wolves;HTM Wireless;124.0;64.0;40.0;63.0;Symmetrical;No;Center;Flat;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3370;Optical;Front - moderate (56%);19000;1000;400;50;2;1
Zowie;FK1+-C;129.0;69.0;39.0;77.0;Symmetrical;Inward;Center;No;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
G-Wolves;HTM;124.0;64.0;40.0;65.0;Symmetrical;No;Center;Flat;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);12000;1000;250;50;2;1
G-Wolves;Skoll Mini;117.0;64.0;40.0;50.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - moderate (57%);16000;1000;400;50;2;0
G-Wolves;Skoll;125.0;68.0;42.0;66.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);12000;1000;250;50;2;0
Finalmouse;Ultralight 2;115.6;60.0;35.2;48.0;Symmetrical;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);3200;500;250;50;2;1
Finalmouse;Scream One;128.0;63.5;40.0;81.0;Symmetrical;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);3200;500;250;50;2;1
Finalmouse;Ultralight Pro Sunset;128.0;63.5;40.0;67.0;Symmetrical;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);3200;500;250;50;2;1
Finalmouse;Ultralight Pro;128.0;63.5;40.0;67.0;Symmetrical;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);3200;500;250;50;2;1
Finalmouse;Ultralight Phantom;128.0;63.5;40.0;67.0;Symmetrical;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);3200;500;250;50;2;1
Finalmouse;Air58;128.0;63.5;40.0;58.0;Symmetrical;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);3200;500;250;50;2;1
VAXEE;OUTSET AX;117.4;66.0;43.0;76.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);3200;1000;400;50;2;0
Zowie;EC3-C;119.0;66.0;41.0;70.0;Ergonomic;Outward - moderate;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (54%);3200;1000;250;50;2;0
VAXEE;ZYGEN NP-01;120.0;66.0;39.0;75.0;Hybrid;Outward - moderate;Inward;Back - moderate;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (54%);3200;1000;400;50;2;0
ROCCAT;Tyon;129.0;82.0;46.0;130.0;Ergonomic;Inward;Center;Flat;Right;Yes;No;Plastic;Wired;Avago ADNS-A9800;Optical;Front - aggressive (62%);8200;1000;150;30;4;1
ROCCAT;Kain 120 AIMO;124.0;65.0;43.0;89.0;Symmetrical;Back - minimal;Flat;Flat;Right;No;No;Plastic;Wired;PixArt PMW3381;Optical;Centered (51%);16000;1000;400;50;2;1
ROCCAT;Kone Pure Ultra;119.0;69.0;39.0;67.0;Ergonomic;Outward - moderate;Center;Inward;Right;Yes;No;Plastic;Wired;PixArt PMW3381;Optical;Front - minimal (55%);16000;1000;400;50;2;2
ROCCAT;Kone AIMO Remastered;129.0;85.0;43.0;130.0;Ergonomic;Inward;Center;No;Right;Yes;Outward - slight;Plastic;Wired;PixArt PMW3381;Optical;Centered (48%);16000;1000;400;50;3;2
ROCCAT;Kain 100 AIMO;124.0;65.0;43.0;89.0;Symmetrical;Back - minimal;Flat;Flat;Right;No;No;Plastic;Wired;PixArt PMW3331;Optical;Centered (51%);8500;1000;300;35;2;1
ROCCAT;Kain 200 AIMO;124.0;65.0;43.0;105.0;Symmetrical;Back - minimal;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Centered (49%);16000;1000;400;40;2;1
ROCCAT;Kone XP;126.0;76.0;40.0;104.0;Ergonomic;Back - minimal;Outward - slight;Flat;;Yes;No;;Wired;PixArt PAW3371;;Front - moderate (58%);19000;;400;50;3;1
ROCCAT;Kone Pro;125.6;72.0;40.0;66.0;Ergonomic;Back - minimal;Outward - slight;Inward;;Yes;No;;Wired;PixArt PAW3371;;Front - moderate (58%);19000;;400;50;2;0
ROCCAT;Kone Pro Air;125.6;72.0;40.0;75.0;Ergonomic;Back - minimal;Outward - slight;Inward;;Yes;No;;Wireless;PixArt PAW3371;;Front - moderate (58%);19000;;400;50;2;0
Zowie;EC2-C;123.0;65.0;42.0;73.0;Ergonomic;Outward - moderate;Inward;Center;;No;No;;Wired;PixArt PMW3360;;Front - minimal (53%);3200;;250;50;2;0
ROCCAT;Burst Core;120.0;67.0;38.0;68.0;Symmetrical;Back - minimal;Inward;Flat;;No;No;;Wired;PixArt PMW3331;;Centered (52%);8500;;300;35;2;1
ROCCAT;Burst Pro;120.0;67.0;38.0;68.0;Symmetrical;Back - minimal;Inward;Flat;;No;No;;Wired;PixArt PMW3389;;Centered (52%);16000;;400;50;2;1
ROCCAT;Burst Pro Air;120.0;67.0;38.0;81.0;Symmetrical;Back - minimal;Inward;Flat;;No;No;;Wireless;PixArt PAW3371;;Centered (52%);19000;;400;50;2;1
SteelSeries;Aerox 9 Wireless;128.8;68.2;42.1;89.0;Ergonomic;Flat;Flat;Center;;No;No;;Wireless;SteelSeries TrueMove Air;;Centered (47%);18000;;400;40;12;1
SteelSeries;Aerox 5;128.8;68.2;42.1;66.0;Ergonomic;Center;Flat;Flat;;No;No;;Wired;SteelSeries TrueMove Air;;Centered (47%);18000;;400;40;4;1
SteelSeries;Aerox 5 Wireless;128.8;68.2;42.1;74.0;Ergonomic;Center;Flat;Flat;;No;No;;Wireless;SteelSeries TrueMove Air;;Centered (47%);18000;;400;40;4;1
SteelSeries;Prime Mini;120.3;66.2;40.7;61.0;Ergonomic;Center;Flat;Inward;;No;No;;Wired;SteelSeries TrueMove Pro;;Front - minimal (54%);18000;;450;50;2;0
SteelSeries;Prime Mini Wireless;120.3;66.2;40.7;73.0;Ergonomic;Center;Flat;Inward;;No;No;;Wireless;SteelSeries TrueMove Air;;Front - minimal (54%);18000;;400;40;2;0
SteelSeries;Prime;125.3;67.9;42.4;69.0;Ergonomic;Center;Flat;Inward;;No;No;;Wired;SteelSeries TrueMove Pro;;Front - minimal (54%);18000;;450;50;2;0
SteelSeries;Prime+;125.3;67.9;42.4;71.0;Ergonomic;Center;Flat;Inward;;No;No;;Wired;SteelSeries TrueMove Pro;;Front - minimal (54%);18000;;450;50;2;0
Razer;Viper Mini;119.0;62.0;39.0;61.0;Symmetrical;Back - minimal;Inward;No;;Outward - moderate;No;;Wired;PixArt PMW3359;;Front - minimal (53%);8500;;300;35;2;1
SteelSeries;Prime Wireless;125.3;67.9;42.4;80.0;Ergonomic;Center;Flat;Inward;;No;No;;Wireless;SteelSeries TrueMove Air;;Front - minimal (54%);18000;;400;40;2;0
SteelSeries;Aerox 3;120.6;67.0;38.0;59.0;Symmetrical;Back - minimal;Flat;Inward;;No;No;;Wired;SteelSeries TrueMove Core;;Back - minimal (45%);8500;;300;35;2;1
SteelSeries;Rival 3;120.6;67.0;38.0;77.0;Symmetrical;Back - minimal;Flat;Inward;;No;No;;Wired;SteelSeries TrueMove Core;;Back - minimal (45%);8500;;300;35;2;1
SteelSeries;Rival 3 Wireless;120.6;67.0;38.0;96.0;Symmetrical;Back - minimal;Flat;Inward;;No;No;;Wireless;SteelSeries TrueMove Air;;Back - minimal (45%);18000;;400;40;2;1
SteelSeries;Rival 5;128.8;62.9;42.1;85.0;Ergonomic;Center;Flat;Flat;;No;No;;Wired;SteelSeries TrueMove Air;;Front - moderate (56%);18000;;400;40;3;1
SteelSeries;Aerox 3 Wireless;120.6;67.0;38.0;68.0;Symmetrical;Back - minimal;Flat;Inward;;No;No;;Wireless;SteelSeries TrueMove Air;;Back - minimal (45%);18000;;400;40;2;1
SteelSeries;Rival 600;131.0;69.0;43.0;96.0;Ergonomic;Center;Flat;Flat;;No;No;;Wired;SteelSeries TrueMove 3;;Centered (51%);12000;;350;50;3;1
SteelSeries;Rival 650 Wireless;131.0;69.0;43.0;121.0;Ergonomic;Center;Flat;Flat;;No;No;;Wireless;SteelSeries TrueMove 3;;Centered (51%);12000;;350;50;3;1
SteelSeries;Sensei Ten;126.0;68.0;39.0;92.0;Symmetrical;Back - minimal;Flat;Inward;;No;No;;Wired;SteelSeries TrueMove Pro;;Centered (48%);18000;;450;50;2;1
SteelSeries;Rival 310;127.6;70.1;42.0;88.0;Ergonomic;Back - minimal;Flat;Inward;;No;No;;Wired;SteelSeries TrueMove 3;;Centered (50%);12000;;350;50;2;1
Razer;DeathAdder V2 Pro;127.0;70.0;42.7;88.0;Ergonomic;Center;Inward;No;;No;Outward - aggressive;;Wireless;Razer Focus+;;Front - moderate (58%);20000;;650;50;2;2
Ninjutso;Origin One X;121.4;58.0;39.9;66.0;Ergonomic;Center;Flat;No;;No;Outward - aggressive;;Wireless;PixArt PAW3335;;Front - moderate (59%);3200;;400;40;2;0
Ninjutso;Katana Ultralight;125.0;60.0;39.2;58.0;Symmetrical;Center;Flat;No;;Outward - moderate;No;;Wired;PixArt PMW3389;;Front - minimal (55%);16000;;400;50;2;0
Ninjutso;Katana Superlight;125.0;60.0;39.2;60.0;Symmetrical;Center;Flat;No;;Outward - moderate;No;;Wireless;PixArt PAW3370;;Front - minimal (55%);19000;;400;50;2;0
Endgame Gear;XM1;122.0;66.0;38.5;70.0;Symmetrical;Back - moderate;Outward - slight;No;;No;Inward - aggressive;;Wired;PixArt PMW3389;;Front - moderate (56%);16000;;400;50;2;0
Endgame Gear;XM1 RGB;122.0;66.0;38.5;82.0;Symmetrical;Back - moderate;Outward - slight;No;;No;Inward - aggressive;;Wired;PixArt PMW3389;;Front - moderate (56%);16000;;400;50;2;0
Endgame Gear;XM1r;122.0;66.0;38.5;70.0;Symmetrical;Back - moderate;Outward - slight;No;;No;Inward - aggressive;;Wired;PixArt PAW3370;;Front - moderate (56%);19000;;400;50;2;0
Xtrfy;M4;120.0;68.0;39.0;69.0;Ergonomic;Back - minimal;Inward;No;;Outward - moderate;No;;Wired;PixArt PMW3389;;Centered (50%);16000;;400;50;2;1
Xtrfy;M4 Wireless;120.0;68.0;39.0;71.0;Ergonomic;Back - minimal;Inward;No;;Outward - moderate;No;;Wireless;PixArt PAW3370;;Centered (50%);19000;;400;50;2;1
Xtrfy;MZ1;111.0;58.5;36.5;56.0;Symmetrical;Flat;Inward;Back - aggressive;;No;No;;Wired;PixArt PMW3389;;Centered (51%);16000;;400;50;2;1
